ID,created_at,reporter_agent,severity,priority,repo,category,title,status,assigned_agent,evidence_path,notes
WE-20260527-251,2026-05-27T15:31:00Z,a11y-qa,P1,critical,Wedding-Ease-Viva-Chat,a11y,Chat message stream has no aria-live region — assistant replies silent to screen readers,in_review,fix-frontend,qa-harness/evidence/WE-20260527-251/dom-before-after.md,4.1.3 Status Messages (Level AA); 1.3.1 Info and Relationships (Level A)
WE-20260527-252,2026-05-27T15:32:00Z,a11y-qa,P1,high,Wedding-Ease-Viva-Chat,a11y,All auth form fields have unlinked labels (no htmlFor/id),triaged,fix-frontend,qa-harness/evidence/WE-20260527-252/,"1.3.1 Info and Relationships (Level A); 3.3.2 Labels or Instructions (Level A); 4.1.2 Name, Role, Value (Level A)"
WE-20260527-253,2026-05-27T15:33:00Z,a11y-qa,P2,medium,Wedding-Ease-Viva-Chat,a11y,Index/chat page has no h1 — heading hierarchy starts at h2,triaged,fix-frontend,qa-harness/evidence/WE-20260527-253/,1.3.1 Info and Relationships (Level A); 2.4.6 Headings and Labels (Level AA)
WE-20260527-254,2026-05-27T15:34:00Z,a11y-qa,P1,high,Wedding-Ease-Viva-Chat,a11y,ChatHeader/ChatSidebar icon-only buttons lack aria-label,triaged,fix-frontend,qa-harness/evidence/WE-20260527-254/,"4.1.2 Name, Role, Value (Level A)"
WE-20260527-255,2026-05-27T15:35:00Z,a11y-qa,P2,medium,Wedding-Ease-Viva-Chat,a11y,SettingsModal lacks DialogDescription and visible tab role markup,triaged,fix-frontend,qa-harness/evidence/WE-20260527-255/,"1.3.1 Info and Relationships (Level A); 4.1.2 Name, Role, Value (Level A)"
WE-20260527-256,2026-05-27T15:36:00Z,a11y-qa,P1,high,Wedding-Ease-Viva-Chat,a11y,Focus-visible ring too faint (foreground/10) — fails 3:1 UI contrast,in_review,fix-frontend,qa-harness/evidence/WE-20260527-256/,"1.4.11 Non-text Contrast (Level AA); 2.4.7 Focus Visible (Level AA); 2.4.11 Focus Not Obscured (Level AA, WCAG 2.2)"
WE-20260527-257,2026-05-27T15:37:00Z,a11y-qa,P2,medium,Wedding-Ease-Viva-Chat,a11y,Auth inputs missing autocomplete attributes,triaged,fix-frontend,qa-harness/evidence/WE-20260527-257/,1.3.5 Identify Input Purpose (Level AA)
WE-20260527-258,2026-05-27T15:38:00Z,a11y-qa,P2,medium,Wedding-Ease-Viva-Chat,a11y,AI-generated images use generic alt — fails meaningful alt-text requirement,triaged,fix-frontend,qa-harness/evidence/WE-20260527-258/,1.1.1 Non-text Content (Level A)
WE-20260527-259,2026-05-27T15:39:00Z,a11y-qa,P2,medium,Wedding-Ease-Viva-Chat,a11y,No skip link to bypass repeated nav — keyboard users must tab through sidebar every page,triaged,fix-frontend,qa-harness/evidence/WE-20260527-259/,2.4.1 Bypass Blocks (Level A)
WE-20260527-260,2026-05-27T15:40:00Z,a11y-qa,P1,high,Wedding-Ease-Viva-Chat,a11y,ChatSidebar overflow trigger has no accessible name + hidden until hover,triaged,fix-frontend,qa-harness/evidence/WE-20260527-260/,"4.1.2 Name, Role, Value (Level A); 2.4.7 Focus Visible (Level AA); 1.4.13 Content on Hover or Focus (Level AA)"
WE-20260527-261,2026-05-27T15:41:00Z,a11y-qa,P2,medium,Wedding-Ease-Viva-Chat,a11y,SettingsModal Nickname input — label not programmatically associated,triaged,fix-frontend,qa-harness/evidence/WE-20260527-261/,"1.3.1 Info and Relationships (Level A); 3.3.2 Labels or Instructions (Level A); 4.1.2 Name, Role, Value (Level A)"
WE-20260527-262,2026-05-27T15:42:00Z,a11y-qa,P3,low,Wedding-Ease-Viva-Chat,a11y,"Liked-messages cards use role=""button"" div instead of native button",triaged,fix-frontend,qa-harness/evidence/WE-20260527-262/,"4.1.2 Name, Role, Value (Level A)"
WE-20260527-263,2026-05-27T15:43:00Z,a11y-qa,P2,medium,Wedding-Ease-Viva-Chat,a11y,Mode dropdown trigger missing aria-expanded/aria-haspopup,triaged,fix-frontend,qa-harness/evidence/WE-20260527-263/,"4.1.2 Name, Role, Value (Level A); 2.1.1 Keyboard (Level A)"
WE-20260527-264,2026-05-27T15:44:00Z,a11y-qa,P2,medium,Wedding-Ease-Viva-Chat,a11y,"ImageCarousel preview overlay traps no focus, no Escape, no aria-modal",triaged,fix-frontend,qa-harness/evidence/WE-20260527-264/,"2.1.2 No Keyboard Trap inverse (Level A); 4.1.2 Name, Role, Value (Level A); 2.4.3 Focus Order (Level A)"
WE-20260527-300,,qa-harness,P2,P2,,,"WE-20260527-300 — Production LCP 9.9s on /, all routes fail Core Web Vitals ""good"" threshold",new,,qa-harness/evidence/WE-20260527-300/,
WE-20260527-301,,qa-harness,P2,P2,,,"WE-20260527-301 — Index.tsx (1668 LOC) static-imports every heavy view, defeats the existing lazy infrastructure",new,,qa-harness/evidence/WE-20260527-301/,
WE-20260527-302,,qa-harness,P2,P2,,,WE-20260527-302 — NoteEditor (513 kB / 158 kB gzip) bundles TipTap eagerly into the main graph,new,,qa-harness/evidence/WE-20260527-302/,
WE-20260527-303,,qa-harness,P2,P2,,,WE-20260527-303 — Render-blocking Google Fonts cost 1.16 s on every cold load,new,,qa-harness/evidence/WE-20260527-303/,
WE-20260527-304,,qa-harness,P2,P2,,,WE-20260527-304 — Hero logo PNG is 303 kB at 1520×735 — should be ~30 kB AVIF,new,,qa-harness/evidence/WE-20260527-304/,
WE-20260527-305,,qa-harness,P2,P2,,,WE-20260527-305 — Index.tsx has 43 useState + 20+ useEffects on `messages` → re-render cascade risk,new,,qa-harness/evidence/WE-20260527-305/,
WE-20260527-306,,qa-harness,P2,P2,,,"WE-20260527-306 — Chat images (gallery + inline) have no `loading=""lazy""` / no width-height",new,,qa-harness/evidence/WE-20260527-306/,
WE-20260527-307,,qa-harness,P2,P2,,,WE-20260527-307 — Existing `utils/dynamicImports.ts` is dead code — clean up or wire up,new,,qa-harness/evidence/WE-20260527-307/,
WE-20260527-308,,qa-harness,P2,P2,,,WE-20260527-308 — Sourcemaps disabled in build → no production stack traces possible,new,,qa-harness/evidence/WE-20260527-308/,
WE-20260527-309,,qa-harness,P2,P2,,,WE-20260527-309 — Vendor bundle is 1.2 MB / 331 kB gzip with no manualChunks strategy,new,,qa-harness/evidence/WE-20260527-309/,
WE-20260527-310,,qa-harness,P2,P2,,,WE-20260527-310 — CSS bundle is 189 kB (28 kB gzip) — Tailwind purge may be misconfigured,new,,qa-harness/evidence/WE-20260527-310/,
WE-20260527-311,,qa-harness,P2,P2,,,WE-20260527-311 — `lucide-react` imports throughout codebase: 126 usages × full barrel risk,new,,qa-harness/evidence/WE-20260527-311/,
WE-20260527-312,,qa-harness,P2,P2,,,WE-20260527-312 — Cannot measure INP / runtime perf — no `INP` instrumentation in PostHog client,new,,qa-harness/evidence/WE-20260527-312/,
WE-20260527-313,,qa-harness,P2,P2,,,WE-20260527-313 — Dev server measurement (LCP 89 s) confirms HMR / source-loading pipeline is too slow even for local QA,new,,qa-harness/evidence/WE-20260527-313/,
WE-20260527-314,,qa-harness,P2,P2,,,WE-20260527-314 — `chatService.ts` chunk is 161 kB / 49 kB gzip — Firestore SDK eagerly bundled into chat path,new,,qa-harness/evidence/WE-20260527-314/,
WE-20260527-315,,qa-harness,P2,P2,,,WE-20260527-315 — Could not measure SSE first-token latency / image-gen latency — backend health endpoint returns 404,new,,qa-harness/evidence/WE-20260527-315/,
WE-20260527-350,2026-05-27T10:10:00Z,eval-trajectory,P1,P1,easebot-backend,contract,"Planner mode dumps full 12-month timeline ignoring ""max 3-5 checklist items"" contract",triaged,fix-backend-api,qa-harness/evidence/WE-20260527-350/,
WE-20260527-351,2026-05-27T10:15:00Z,eval-trajectory,P2,P2,easebot-backend,contract,"Knowledge mode violates 2-4 line cap, sounds encyclopedic",triaged,fix-backend-api,qa-harness/evidence/WE-20260527-351/,
WE-20260527-352,2026-05-27T10:18:00Z,eval-trajectory,P2,P2,easebot-backend,contract,"Mode router misclassifies ""mangalsutra"" question as stylist, model adopts wrong persona",triaged,fix-backend-api,qa-harness/evidence/WE-20260527-352/,
WE-20260527-353,2026-05-27T10:25:00Z,eval-trajectory,P0,P0,easebot-backend,e2e-flow,Backend leaks Azure OpenAI content-policy error verbatim to client (500 with provider URL),in_review,fix-backend-api,qa-harness/evidence/WE-20260527-353/,fix-WE-20260527-353` (pushed to origin)
WE-20260527-354,2026-05-27T10:30:00Z,eval-trajectory,P1,P1,easebot-backend,trajectory,Trajectory drift — model contradicts itself on user identity within 10 turns,triaged,fix-backend-api,qa-harness/evidence/WE-20260527-354/,
WE-20260527-355,2026-05-27T10:35:00Z,eval-trajectory,P2,P2,easebot-backend,contract,Tone slider `concise=100` has no measurable effect on response length,triaged,fix-backend-api,qa-harness/evidence/WE-20260527-355/,
WE-20260527-356,2026-05-27T10:40:00Z,eval-trajectory,P1,P1,easebot-backend,edge,"Non-stream chat handler crashes with ""Invalid regular expression"" when LLM echoes data: URI",triaged,fix-backend-api,qa-harness/evidence/WE-20260527-356/,
WE-20260527-357,2026-05-27T10:45:00Z,eval-trajectory,P3,P3,easebot-backend,contract,Stylist regex on wedding-attire nouns overrides knowledge intent — false positive routing,triaged,fix-backend-api,qa-harness/evidence/WE-20260527-357/,
WE-20260527-358,2026-05-27T10:50:00Z,eval-trajectory,P3,P3,easebot-backend,e2e-flow,SSE Last-Event-ID is logged but not used for replay — silent contract gap,duplicate` (canonical: `WE-20260527-225`),,qa-harness/evidence/WE-20260527-358/,
WE-20260527-359,2026-05-27T10:55:00Z,eval-trajectory,P3,P3,easebot-backend,edge,Burst-rate 429 returns no Retry-After header; user has no signal when to retry,triaged,fix-backend-api,qa-harness/evidence/WE-20260527-359/,
WE-20260527-360,2026-05-27T11:00:00Z,eval-trajectory,P3,P3,easebot-backend,contract,Knowledge mode silently routed to assistant when planner-keywords compete,triaged,fix-backend-api,qa-harness/evidence/WE-20260527-360/,
