ticket_id,severity,category,title,bug_summary,fix_summary,pr_url,pr_number,status,wave,assigned_agent,notes
WE-20260528-873,P3,functional,AccountTab profile-save toast doesn't surface unique error context,Generic "Failed to save" toast - no help for retry path,New mapSaveError(err) helper maps 8 failure classes (network/unauthenticated/quota_exceeded/429/422-400/not_implemented/5xx/unknown) to user-friendly title+description in catch-block of handleSaveIdentity; rollback semantics + finally cleanup unchanged; stack-shape filter prevents internals leaking,https://github.com/MeghaPatel07/easeBot/pull/91,91,in_review,8,fix-frontend,
WE-20260527-021,P2,functional,PaymentSuccess shows "Payment received" + "could not verify" contradiction for unauthenticated users,Unauth branch set error string but rendered through same destructive UI as real verify failure - contradictory headline,Introduced authState (pending/in/out) separate from verifyError; split JSX into renderHeadline/renderBody/renderActions keyed off state machine. Out=LogIn icon + Sign in CTA + in-page SignInModal trigger. In+error=muted check + reassuring copy. Paid=original success. Other=verifying spinner. Preserves txnid in sessionStorage; auth listener stays subscribed so signing in resumes verify without reload,https://github.com/MeghaPatel07/easeBot/pull/92,92,in_review,8,fix-frontend,
WE-20260527-029+030+037+038,P3,visual,Pricing.tsx polish bundle - currency order + free-tier copy + comparison whitespace + dropdown duplicate,Bundle (same file Pricing.tsx): -029 currency dropdown unordered / -030 Free tier "Billed in INR ~$0 USD" misleading / -037 token-top-up row trailing whitespace + truncate / -038 currency dropdown duplicate on mobile,-029: CURRENCY_OPTIONS reordered alphabetically AED/AUD/CAD/EUR/GBP/INR/SGD/USD. -030: PricingTierCard "Billed in" now gated on priceUsd>0 so Free tier no longer shows confusing sub-line. -037: ComparisonCell adds aria-label="Included"/"Not included"+role=img on Check/XIcon; whitespace-nowrap+.trim() on text cells; Pro Max column 140->180px. -038: verified source - single select render no duplicate; closed as not-a-bug. PRICING DRIFT (10/79 vs locked 14.99/119) NOT TOUCHED - waits on Krish backlog decision,https://github.com/MeghaPatel07/easeBot/pull/93,93,in_review,8,fix-frontend,Bundle - 4 tickets one file
WE-20260527-256,P1,a11y,ui/button.tsx focus-visible ring foreground/10 fails WCAG 3:1 UI contrast,Already-shipped: PR #42 (2026-05-27) covers both global index.css focus-visible fallback AND per-component fixes (button.tsx + badge + select + dialog + navigation-menu + Pricing.tsx + Checkout.tsx). Agent caught the duplicate dispatch,SHIPPED via PR #42 - no new PR opened (would have been duplicate). Closes -256 + likely -061 default focus ring,https://github.com/MeghaPatel07/easeBot/pull/42,42,in_review,9,fix-frontend,Smart agent catch - already shipped
WE-20260527-002,P0,functional,Image generation never completes - "Something went wrong" after 2 min,fetch() in callAzureImageGeneration + callAzureImageEdit only used caller's AbortSignal (SSE stream signal); when Azure stalled fetch waited forever until SSE cut at 110s,New private withTimeoutSignal(callerSignal 60_000) helper composes upstream signal with fresh AbortController armed by setTimeout; both Azure fetch sites now race upstream against 60s budget; throws typed TimeoutError code IMAGE_TIMEOUT on stall; falls through existing fallback chain to actionable "service may be temporarily unavailable" message. Also adds status+code on res.status throws so withRetry default retryable correctly retries 429/5xx. Agent caught: project memory was stale - no Gemini path exists; Azure GPT-Image-1.5 primary + GPT-Image-1 fallback only,https://github.com/MeghaPatel07/easeBot/pull/94,94,in_review,8,fix-backend-api,Zero line overlap with PR #34
WE-20260527-350,P1,trajectory,Planner mode dumps full 12-month timeline ignoring "max 3-5 items" constraint,Original constraint at line 51 sat buried in 175-line prompt with structurally contradictory "Your role" line at 63 ("Help build... 12-6-3-1 month milestones") that LLM read as license to dump all phases. Evidence: 31 and 39 items across 7 brackets in repros,Three coordinated edits to prompts/planner.ts: (1) Hoisted new HARD LIMIT block to top naming trigger phrases (everything/full timeline/detailed list/all the steps) with structured-output recipe (ack + first 3-5 items + leading question) + concrete example + DO/DON'T contrast. (2) Re-worded contradictory Your role: walk user through ONE phase per reply never multiple. (3) Cross-referenced RESPONSE RULES cap to HARD LIMIT noting it overrides "full plan" requests,https://github.com/MeghaPatel07/easeBot/pull/95,95,in_review,9,fix-backend-api,Prompt-string only - no logic changes; live LLM test deferred to post-merge
WE-20260527-073,P2,visual,GuestModeBanner 3-line stack pushes chat input below the fold on mobile,Banner takes excessive vertical space - mobile chat input below fold,No standalone GuestModeBanner.tsx - banner inlined in Index.tsx as guestBannerJSX. Consolidated to single flex row. Mobile: "Guest · N left · chats won't save [Sign in]" py-1.5. Desktop (sm+): full counts + dots indicator + Sign-in link sm:py-2.5. Limit-reached branch preserved. Dismissable X deferred (optional - single-line layout already fixes the fold problem),https://github.com/MeghaPatel07/easeBot/pull/96,96,in_review,9,fix-frontend,Index.tsx 4-way merge w/ PRs #55 #56 #63 expected
WE-20260527-047,P2,security,Backend rate-limit 429 lacks Retry-After header + opaque body,Agent diagnosis: express-rate-limit@8.3.2 already on standardHeaders:true (auto-emits Retry-After) so the "missing header" was env/proxy-version mismatch. Real gaps: opaque free-form body / non-standard retryAfter camelCase in chat-burst / no draft-7 combined RateLimit header for modern SDKs,All three limiters now standardHeaders:draft-7; custom handlers emit structured JSON {error:rate_limited retry_after limit window_seconds scope}; chatBurstRateLimiter preserves code:chat_burst_limit for back-compat. RateLimitInfo type augmentation. 3 new tests spinning real Express servers + HTTP clients verify the 429 contract. Live after: ratelimit: limit=30 remaining=0 reset=60 + retry-after: 60 + JSON body. 18/18 tests pass (15 existing + 3 new). Backlog -1009 (per-process limiter across pm2) explicitly out-of-scope,https://github.com/MeghaPatel07/easeBot/pull/97,97,in_review,8,fix-backend-api,
WE-20260527-060+068+070,P2,visual,Login.tsx bundle - mobile benefits fold + welcome-back assumes existing + dual sign-in surfaces,Bundle (same file Login.tsx): -060 What you get card below fold on mobile / -068 password field shown for every email - no email-existence check / -070 two different sign-in surfaces (Login + SettingsModal),Bundled fix: -060 right column hidden lg:block + details accordion (lg:hidden) below form so consent banner can't obscure. -068 handleEmailContinue async - calls fetchSignInMethodsForEmail before transitioning; branches password/use-google/no-account; flaky preflight falls through to password step. -070 Login entry-step copy changed to first-time-landing tone ("Welcome to TheWeddingBot... Sign in or create..."); SettingsModal not touched (PR #84 owns it - keeps mid-session distinct copy),https://github.com/MeghaPatel07/easeBot/pull/98,98,in_review,9,fix-frontend,Bundle - 3 tickets one file
WE-20260527-352+360,P2/P3,trajectory,modeRouter misclassifies cultural-item / knowledge queries,Bundle (same file modeRouter.ts): -352 mangalsutra question routes to stylist not knowledge / -360 knowledge silently routed to assistant when planner-keywords compete,Added second knowledge regex covering 30+ cultural items + ritual names (mangalsutra/mangni/varmala/jaimala/sindoor/kumkum/mehndi/haldi/sangeet/baraat/vidaai/kanyadaan/saptapadi/sehra/etc); stylist's mangalsutra preserved (it IS jewellery). KNOWLEDGE_INTENT_BOOST_PATTERNS array - 9 stems (what is/what are/tell me about/meaning of/significance of/why do/explain/define/history-tradition-origin-cultural of-behind) add +3 to knowledge score after standard regex pass. 15/15 new tests pass + 55/55 existing,https://github.com/MeghaPatel07/easeBot/pull/99,99,in_review,9,fix-backend-api,Bundle - 2 tickets one file
WE-20260528-1551+1555+1556,P0/P2/P3,trajectory,stylist+knowledge prompts - today injection + cultural humility + speculation framing,Bundle (same 2 files): -1551 (P0) date-math drift - only planner.ts injected today / -1555 (P2) confident elaboration on obscure traditions without hedging / -1556 (P3) speculative trend forecasts presented as fact,3 rails added to BOTH stylist + knowledge prompts: -1551 const today=new Date().toISOString().split[0] computed inside each prompt fn (mirrors planner.ts pattern). -1555 new CULTURAL HUMILITY section after BOUNDARIES - explicit hedge phrases + bans fabricated Sanskrit/scripture/ceremony names + ask user for family practice. Knowledge variant adds community-elder verification. -1556 new SPECULATION FRAMING section - frames trends as currently trending with year ranges + bans universal claims + requires explicit speculation framing for >2-year forecasts. planner.ts intentionally NOT touched (PR #95),https://github.com/MeghaPatel07/easeBot/pull/100,100,in_review,10,fix-backend-api,Bundle - 3 tickets 2 files
WE-20260528-1514,P3,perf,Server schedulers all start on listen() callback - first-request Firestore contention,3 schedulers (reminder + guestCleanup + subscription) run initial Firestore sweep within ~100ms of start - concurrent with first user request on cold Admin SDK,SCHEDULER_DELAYS_MS const (0/2000/5000ms); new scheduleDeferred() helper wraps setTimeout with .unref() preserving graceful-shutdown (pending starts never block exit); 3 direct start*() calls replaced with scheduleDeferred(); log line per scheduler. Chose 1-file wrapper over 3-file initialDelayMs option (smaller diff zero behavioral change to scheduler modules),https://github.com/MeghaPatel07/easeBot/pull/101,101,in_review,10,fix-performance,
WE-20260528-061+271,P3,visual+a11y,Privacy+Terms - desktop line-length too long + H2->H3 heading-hierarchy jumps,Bundle (2 same files): -061 desktop /terms+/privacy stretch body to 1280px (>120ch); -271 H2->H3 jumps without intermediate text context (WCAG 1.3.1),PrivacyPolicy+TermsOfService: article max-w-none -> max-w-prose (~65ch); outer wrapper keeps max-w-3xl so headline/back-link/footer stay wider. -061 fix. -271: added intermediate prose under PrivacyPolicy §2 Information We Collect and §12 Region-Specific Disclosures for H2->H3 context. TermsOfService has no H3s so only line-length applies. Legal copy meaning unchanged,https://github.com/MeghaPatel07/easeBot/pull/102,102,in_review,10,fix-frontend,Bundle - 2 tickets 2 files
WE-20260528-1530,P2,perf,Translation withRetry exponential backoff up to 4-8s amplifies P95,Translator on chat critical path - every non-English message translates inbound+outbound; withRetry compounds 4 attempts per chat turn ~8.5s worst case,Tuned withRetry from {maxRetries:2 baseDelayMs:500 maxDelayMs:4000} to {maxRetries:1 baseDelayMs:200 maxDelayMs:800} for both detectLanguage + translateText. Extracted shared TRANSLATOR_RETRY_OPTIONS constant. Per-call worst case 8.5s -> 1.5s; per chat turn (in+out) 7-17s -> 2-3s. Translator already behind translatorCircuitBreaker with graceful en/original fallbacks - no new breaker work. 15/15 langfix tests pass,https://github.com/MeghaPatel07/easeBot/pull/103,103,in_review,10,fix-performance,Follow-ups deferred: per-thread language cache + Server-Timing header
WE-20260528-280,P2,a11y,Page title identical across all 9 audited routes (WCAG 2.4.2 Page Titled),index.html static title - no per-route title management,Option 1: new usePageTitle hook (22 lines no deps - verified react-helmet not installed). Mirrors existing useCanonical pattern: useEffect sets document.title with cleanup. Empty string resets to default. Wired to 3 collision-free pages: /privacy (Privacy Policy · TheWeddingBot) /terms (Terms of Service · TheWeddingBot) /payment/failure (Payment failed · TheWeddingBot). 9 pages with open-PR collisions deferred - documented blocking PRs for one-line follow-ups after merge,https://github.com/MeghaPatel07/easeBot/pull/104,104,in_review,10,fix-frontend,Hook ships; 9 pages need 1-line follow-ups post-collision-merge
