ID,created_at,reporter_agent,severity,priority,repo,path,url_or_page,breakpoint,category,title,description,steps_to_reproduce,expected,actual,evidence_path,assigned_agent,status,last_updated,pr_url,progress_html_path,notes
WE-20260527-029,2026-05-27T15:58:00Z,qa-functional-3,P3,Low,Wedding-Ease-Viva-Chat,src/pages/Pricing.tsx` (currency switcher),http://localhost:8081/pricing,all,a11y,"Pricing page — currency dropdown buttons (USD/INR/GBP/EUR/AED/SGD/AUD/CAD) ship without aria-labels for ""selected""","The pricing page renders eight currency pill buttons (USD, INR, GBP, EUR, AED, SGD, AUD, CAD). Body text shows them rendered as plain buttons. They likely use a visual selected state via Tailwind classes but no `aria-pressed=""true""` or `aria-current` to convey the active currency to assistive tech.",1. `http://localhost:8081/pricing`. 2. Inspect each currency button's attributes.,"Active currency has `aria-pressed=""true""` (or `aria-current=""page""`); others `aria-pressed=""false""`.",Not confirmed in the DOM probe — needs source-code verification.,,fix-frontend,triaged,2026-05-27T15:55:43.816453,,,
WE-20260527-030,2026-05-27T15:59:00Z,qa-functional-3,P3,Low,Wedding-Ease-Viva-Chat,src/pages/Pricing.tsx` Free tier card,http://localhost:8081/pricing,all,visual,"Pricing — Free tier shows ""Billed in INR. ~$0 USD"" — confusing micro-copy","The Free card shows ""$0 / month"" followed by ""Billed in INR. ~$0 USD."" For a free plan, the ""Billed in INR"" line is meaningless and the ""~$0 USD"" is comical. The same micro-copy applies usefully to Pro/Pro Max — but for Free it should be suppressed.",1. `http://localhost:8081/pricing`. 2. Read the Free card.,"Free card omits the ""Billed in INR"" sub-line, or replaces it with ""No payment required"".",`Free / $0 / month / Billed in INR. ~$0 USD.`,,fix-frontend,triaged,2026-05-27T15:55:43.816762,,,
WE-20260527-031,2026-05-27T16:00:00Z,qa-functional-3,P2,Medium,Wedding-Ease-Viva-Chat,src/pages/SharedChat.tsx,http://localhost:8081/share/<nonexistent>,all,e2e-flow,"Invalid /share/<shareId> displays ""expired or does not exist"" — no distinction between expired vs missing","Per PRD: shared chats have a 7-day expiry. Visiting `/share/nonexistent` shows: > This shared conversation has expired or does not exist. The OR makes the message useless. A 404-from-Firestore is conflated with ""expired"", which has very different remediation: ""expired"" → ask the original sharer for a fresh link; ""missing"" → check the URL. Also no display of when it expired if expiry IS the reason.",1. `http://localhost:8081/share/abcd12345` (any random string).,"Distinguish errors via the API response: - 404 → ""This link is invalid. Check the URL or ask the sender for a new link."" - 410/expired → ""This shared chat expired on Apr 1, 2026. Ask the sender for a…",Single ambiguous string.,,fix-frontend,triaged,2026-05-27T15:55:43.818139,,,
WE-20260527-032,2026-05-27T16:01:00Z,qa-functional-3,P2,Medium,Wedding-Ease-Viva-Chat,src/pages/SharedNote.tsx,http://localhost:8081/shared/note/<nonexistent>,all,e2e-flow,"Invalid /shared/note/<id> shows generic ""Note not found"" — no request-access flow (PRD-BugsFixes 1.5)","The current behaviour matches the ""Current State"" described in PRD-BugsFixes section 1.5: a user whose email isn't on the collaborator list (or who hits a bad share id while signed out) sees only: > Note not found > This note doesn't exist or the link may be invalid. PRD calls for a ""Request Access"" page instead, distinguishing ""not found"" from ""you don't have access."" Filing as a tracker for thi…",1. `http://localhost:8081/shared/note/nonexistent`.,"When the user is signed in but lacks access, show ""Request Access"" UI with current user email shown and a Request button (PRD 1.5).","Generic ""Note not found"" string.",,fix-frontend,triaged,2026-05-27T15:55:43.818385,,,
WE-20260527-033,2026-05-27T16:02:00Z,qa-functional-3,P3,Medium,Wedding-Ease-Viva-Chat,Theme tokens (sysytemprompt.md spec calls for tokenized themes); chat input theming,http://localhost:8081/` (toggle dark via top-right),all,visual,Dark mode toggle leaves chat input/border in inconsistent contrast,"Toggling dark mode via the header button flips `<html class=""dark"">`. The toggle works at the document-class level (verified). However, per `sysytemprompt.md` (theme refactor spec), every UI element should use tokens with no hardcoded colors. Live: the chat input's placeholder, border, and the action-card glass effect look correct in light but the contrast in dark mode appears washed out (the `gl…","1. `http://localhost:8081/`, dismiss consent. 2. Click ""Switch to dark mode"" in the header (top-right). 3. Compare textarea border, send button, action cards, message bubbles, occasion chips.","Per sysytemprompt.md success criteria: ""Theme toggle works instantly with no flicker. Zero hardcoded colors. Complete token coverage. No visual inconsistencies.""",Dark mode is wired; visual polish has gaps (light-only tokens leaking into dark mode is a regression risk).,,fix-frontend,triaged,2026-05-27T15:55:43.818705,,,
WE-20260527-034,2026-05-27T16:03:00Z,qa-functional-3,P3,Low,Wedding-Ease-Viva-Chat,src/pages/Help.tsx,http://localhost:8081/help,all,functional,Help page FAQ items render but click-to-expand state not confirmed,"The Help page lists 10 FAQ titles (""How do I start planning my wedding?"", ""What AI modes are available?"", etc.) and shows two tabs: ""FAQ / Help"" and ""Support & Feedback"". The FAQ items appear as static `<button>` rows. Without an authoritative DOM probe of the expanded answer payload, the QA pass cannot confirm answers actually expand when clicked. The body text dump only shows titles — no answer…","1. `http://localhost:8081/help`. 2. Click ""How do I start planning my wedding?"". 3. Expect answer text to appear below.",FAQ items use a Radix Accordion or similar with `aria-expanded` and visible content. Page is also keyboard-navigable.,Only titles render in initial snapshot. Click-to-expand interaction not verified.,,fix-frontend,triaged,2026-05-27T15:55:43.819898,,,
WE-20260527-035,2026-05-27T16:04:00Z,qa-functional-3,P3,Low,Wedding-Ease-Viva-Chat,src/pages/Help.tsx,http://localhost:8081/help,all,a11y,Help page exposes phone + email in plain text without `tel:` / `mailto:` links,"The Help page shows: > Company Details: > Subh Wedding Ease Private Limited > Contact: +91 99250 74485 | theweddingease@gmail.com Both the phone number and email are rendered as plain text, not as `<a href=""tel:..."">` or `<a href=""mailto:..."">`. Tap-to-call on mobile and click-to-compose on desktop don't work. With `<meta name=""format-detection"" content=""telephone=no"">` set in `index.html`, even …",1. `http://localhost:8081/help` on mobile. 2. Tap the phone number → nothing happens. 3. Tap the email → nothing happens.,"`<a href=""tel:+919925074485"">+91 99250 74485</a>` and `<a href=""mailto:theweddingease@gmail.com"">theweddingease@gmail.com</a>`.",Plain text.,,fix-frontend,triaged,2026-05-27T15:55:43.820124,,,
WE-20260527-036,2026-05-27T16:05:00Z,qa-functional-3,P3,Low,Wedding-Ease-Viva-Chat,src/components/FeedbackDialog.tsx,"http://localhost:8081/` → top-right ""Send Feedback"" button",all,a11y,"Feedback dialog (""Send Feedback"") missing required-field validation indicator","The Feedback dialog body shows: > Your feedback * 0 / 5000 The asterisk denotes required, but the textarea is not `required` / `aria-required=""true""`. Submitting empty likely does nothing without telling the user why.","1. Open Send Feedback dialog. 2. Click ""Send Feedback"" without typing.","`aria-required=""true""` on the textarea, and on submit-empty, an inline error appears below the field.","The ""*"" implies required; the input is not flagged as such programmatically.",,fix-frontend,triaged,2026-05-27T15:55:43.820876,,,
WE-20260527-037,2026-05-27T16:06:00Z,qa-functional-3,P3,Low,Wedding-Ease-Viva-Chat,src/pages/Pricing.tsx` comparison table,http://localhost:8081/pricing,all,visual,"Pricing page — ""Token top-up packs"" row shows trailing whitespace + truncated label for Free tier","In the pricing comparison table, the row ""Token top-up packs"" reads: ``` Token top-up packs $10 / 2M $10 / 2M (max 10/mo) ``` For Free, the cell is blank/whitespace — likely a non-breaking space rendering as a literal gap. Should be explicit ""Not included"" or ""–"" so users on screen readers / scanning quickly know it's unavailable.","1. `http://localhost:8081/pricing`. 2. Scroll to ""Compare Plans in Detail"". 3. Look at the ""Token top-up packs"" row.","Empty cells contain ""–"" or ""Not included"" with `aria-label=""Not included""`.",Empty cell.,,fix-frontend,triaged,2026-05-27T15:55:43.821284,,,
WE-20260527-038,2026-05-27T16:07:00Z,qa-functional-3,P3,Low,Wedding-Ease-Viva-Chat,src/pages/Pricing.tsx,http://localhost:8081/pricing,tablet/mobile suspected,responsive,"""Show prices in"" dropdown lists currencies twice on mobile due to duplicate render","The pricing page body dump enumerates the eight currency codes (USD/INR/GBP/EUR/AED/SGD/AUD/CAD) only once, but the body also shows two unrelated currency lists (""Show prices in"" + the live currency in the ""Billed in"" badges). Confirm via DOM probe whether currency buttons appear twice on tablet/mobile (rare common bug when the same toggle is mounted in both header + collapsed mobile menu).",1. `http://localhost:8081/pricing` at 375 px width. 2. Console: `[...document.querySelectorAll('button')].filter(b => /^USD$/.test(b.innerText)).length`.,Returns `1`.,"To be confirmed via live probe — but the body dump suggests no duplicate; this is a low-confidence ""verify"" item.",,,new,2026-05-27T15:38:01.515569,,,
WE-20260527-039,2026-05-27T16:08:00Z,qa-functional-3,P2,Medium,Wedding-Ease-Viva-Chat,src/hooks/useChat.ts` (stop handler) + `src/components/chat/ChatInput.tsx,http://localhost:8081/` while streaming,all,functional,"AI response stream lacks ""Stop generating"" indication for guest users (no abort UI surfaced)","PRD-BugsFixes 5.3 / 5.4 discuss stop-generation behaviour for image generation but image generation is broken (see WE-20260527-002), so stop-during-image is moot. For text generation, a streaming SSE reply takes 2-4 seconds. During that window there's no visible ""Stop generating"" button. If the assistant goes off-topic or the user changes their mind they have no recourse but to wait.","1. `http://localhost:8081/`, send ""Write me a 500-word detailed plan for a December Goa wedding with all logistics."" 2. Watch the streaming response.","While streaming, the Send icon becomes a square/stop icon. Clicking it aborts the SSE stream and prints ""*Response interrupted*"".",No visible stop affordance. Send button (already missing aria — WE-20260527-009) is the only control.,,fix-frontend,triaged,2026-05-27T15:55:43.821766,,,
WE-20260527-040,2026-05-27T16:09:00Z,qa-functional-3,P3,Medium,Wedding-Ease-Viva-Chat,src/components/chat/ChatMessages.tsx` or message-actions component,http://localhost:8081/` after a failed image-gen request,all,state-sync,"""Shorter / Longer / Simpler / More formal"" message-reframe chips appear even for broken responses","After the failed image-gen attempt, the AI bubble shows ""Something went wrong. Please try again."" — but is still followed by ""Shorter / Longer / Simpler / More formal"" reframe chips and the ""Auto"" mode pill. These reframe controls have no meaningful action against a failed/error response — clicking ""Shorter"" cannot make the failure shorter.","1. `http://localhost:8081/` → request image gen that fails (~110s wait → ""Something went wrong""). 2. Look at the bubble — chips are still rendered.","For error responses (`type === 'error'` in the message store), the reframe chips are suppressed. Instead show ""Retry"" only.",Reframe chips render unconditionally.,,fix-state-data,triaged,2026-05-27T15:55:43.822259,,,
WE-20260527-041,2026-05-27T16:10:00Z,qa-functional-3,P3,Low,Wedding-Ease-Viva-Chat,src/components/chat/ChatMessages.tsx` — timestamp render path,http://localhost:8081/,all,visual,Image generation response has no timestamp metadata visible to user,"Successful user message bubbles show a timestamp like ""3:22 PM"" (locale-12h). Some assistant responses also have timestamps but the placement is inconsistent: the user bubble has it on the right under the text, while the assistant response time can be missing. Not a critical bug but inconsistent in screenshots.","1. `http://localhost:8081/`, send any message. 2. Compare timestamp placement on the user bubble vs assistant bubble.",Both bubbles show timestamp in the same format and position (or assistant has a delivered-at timestamp on hover).,Inconsistent.,,fix-frontend,triaged,2026-05-27T15:55:43.822820,,,
WE-20260527-042,2026-05-27T16:11:00Z,qa-functional-3,P3,Low,Wedding-Ease-Viva-Chat,header / top-bar component,http://localhost:8081/,mobile,responsive,"""Auto-detect"" language pill placement above guest banner pushes header to mobile second row","On mobile (375 px), the body dump shows the layout collapsed: ""TheWeddingBot BETA"" then a globe icon row then ""Auto-detect"" then ""Guest Mode — 10 messages remaining"". The ""Auto-detect"" pill takes its own row visually because the header lacks horizontal space for it. The desktop version keeps it inline. Suggest hiding the verbose label on small viewports (just show the globe icon).",1. Mobile viewport at 375 px → `http://localhost:8081/`.,"Compact mobile header: a globe icon, theme toggle, profile / log-in chip — no spelled-out ""Auto-detect"".","Auto-detect label wraps to its own row, eating vertical space.",,fix-frontend,triaged,2026-05-27T15:55:43.823090,,,
WE-20260527-043,2026-05-27T16:12:00Z,qa-functional-3,P3,Low,Wedding-Ease-Viva-Chat,header BETA pill component,http://localhost:8081/,all,a11y,"""BETA"" pill on header has duplicate aria-labelled element (""BETA"" text + `aria-label=""Beta program info""`)","The BETA pill has both visible text ""BETA"" and `aria-label=""Beta program info""`. When both are set, the aria-label overrides the visible text for screen-reader users, so the announce becomes ""Beta program info, button"" — but no separate description tells the user what they'll see when they click. Consider using `aria-describedby` instead.",1. `http://localhost:8081/`. 2. Inspect the BETA pill HTML.,Either visible text alone (sufficient labelling) or `aria-label` matches the visible text.,Mismatched.,,,new,2026-05-27T15:38:42.887886,,,
WE-20260527-044,2026-05-27T16:13:00Z,qa-functional-3,P3,Low,Wedding-Ease-Viva-Chat,src/assets/images/Wedding ease.png,http://localhost:8081/,all,perf,Floater asset image (Wedding ease logo) referenced via spaced URL — `Wedding%20ease.png`,"DOM image scan shows `<img src=""http://localhost:8081/src/assets/images/Wedding%20ease.png"">`. The asset filename contains a space which is URL-encoded as `%20`. Spaces in asset filenames cause: - Inconsistent caching keys across CDNs - Brittle integration with tools that don't url-decode (some bundlers, some CDN purge tools) - Confusing diff-and-search Should be `wedding-ease.png` or `weddingEas…",1. `http://localhost:8081/`. 2. Inspect `<img>` tags. Note `Wedding%20ease.png`.,Renamed asset (no spaces).,Asset has a space in the filename.,,fix-frontend,triaged,2026-05-27T15:55:43.824242,,,
WE-20260527-045,2026-05-27T16:14:00Z,qa-functional-3,P3,Low,Wedding-Ease-Viva-Chat,hero logo component,http://localhost:8081/,all,visual,"TypeScript ""any"" leaking into key data path — `Wedding ease.png` rendered as both mobile + desktop hero (twice)","The home page's `<img>` tag scan shows the same `Wedding%20ease.png` rendered twice (`imgs=2` in poll). That likely means mobile + desktop versions of the hero logo are both mounted in the DOM with one hidden via CSS, similar to the duplicate attach button case (WE-20260527-008). For an image asset that's the same in both viewports, only one render is needed; the other is wasted bandwidth and an …",1. `http://localhost:8081/`. 2. Console: `[...document.querySelectorAll('img')].filter(i => /Wedding/.test(i.src)).length` → returns `2`.,Single `<img>` with responsive size attributes.,Two `<img>` elements; one hidden via Tailwind responsive utilities.,,fix-frontend,triaged,2026-05-27T15:55:43.824460,,,
WE-20260527-046,2026-05-27T16:15:00Z,qa-functional-3,P2,Medium,easebot-backend,easebot-backend/src/controllers/chatController.ts,POST http://localhost:3001/api/chat/stream,all,contract,Backend `/api/chat/stream` returns 200 OK + SSE-encoded error for bad payload — content-type contract confusing,"Sending an invalid payload to the chat stream: ``` curl -X POST http://localhost:3001/api/chat/stream -H ""Content-Type: application/json"" -d '{""text"":""hi""}' ``` Returns HTTP 200 with body: ``` id: 1 data: {""t"":""e"",""msg"":""message, audioBase64, or imageBase64 is required""} ``` The error is wrapped in SSE format with a `t: ""e""` discriminator and HTTP 200. Generic HTTP clients (curl, monitoring tools…","1. `curl -fsS -X POST http://localhost:3001/api/chat/stream -H 'Content-Type: application/json' -d '{""text"":""hi""}'`.","HTTP 400 with JSON body `{ ""error"": ""message, audioBase64, or imageBase64 is required"" }`. For SSE-aware clients, the server can still stream the error event before closing — but the status code shou…",HTTP 200 + SSE error event.,,fix-backend-api,triaged,2026-05-27T15:55:43.824847,,,
WE-20260527-047,2026-05-27T16:16:00Z,qa-functional-3,P2,Medium,easebot-backend,easebot-backend/src/app.ts` (rate-limit middleware),POST http://localhost:3001/api/chat/stream,all,contract,Backend rate-limit (HTTP 429) lacks Retry-After header,"After a few QA requests from the same IP, the backend returns `HTTP/1.1 429 Too Many Requests`. The response headers shown are: ``` Cross-Origin-Opener-Policy: same-origin Cross-Origin-Resource-Policy: same-origin Origin-Agent-Cluster: ?1 Referrer-Policy: no-referrer Strict-Transport-Security: max-age=31536000; includeSubDomains X-Content-Type-Options: nosniff X-DNS-Prefetch-Control: off X-Downlo…",1. `for i in 1..50; do curl -X POST http://localhost:3001/api/chat/stream -d '{}'; done`. 2. Observe response headers when 429 fires.,Standard rate-limit headers per IETF RFC 6585: ``` Retry-After: 60 X-RateLimit-Limit: 30 X-RateLimit-Remaining: 0 X-RateLimit-Reset: <unix-ts> ```,No rate-limit metadata.,,,duplicate` (canonical: `WE-20260527-359`),2026-05-27T15:54:49.785612,,,
WE-20260527-048,2026-05-27T16:17:00Z,qa-functional-3,P2,High,Wedding-Ease-Viva-Chat,src/components/chat/ChatInput.tsx` (mic-button gating),http://localhost:8081/` desktop,desktop,functional,No documented voice-input UI on `/` — voice mic icon appears only on mobile chat view,"Per PRD-TTS-Pipeline + walkthroughpoints.md, voice input is a documented core feature using the Microsoft Speech SDK (Azure Cognitive Services). On the mobile home page (`qa-harness/evidence/WE-20260527-005/screenshots/mobile-home.png`) a mic icon is clearly visible in the input row. On desktop, no mic icon appears (see WE-20260527-010). Cannot test STT transcription end-to-end because the trigge…",1. Desktop 1440×900 → `http://localhost:8081/`. 2. Look for any voice/dictate affordance in the chat composer.,Desktop has a microphone button (with aria-label) that opens recording on press; UI shows recording duration; release/stop sends audio to `/api/transcribe`.,No desktop UI surface. Functional coverage cannot test STT.,,fix-frontend,triaged,2026-05-27T15:55:43.825110,,,
WE-20260527-049,2026-05-27T16:18:00Z,qa-functional-3,P2,Medium,Wedding-Ease-Viva-Chat,"src/App.tsx:75-86` (`/:userId/planner`, `/budget`, `/timeline`, etc. all require a userId)","http://localhost:8081/:userId/{planner,budget,timeline,reminders,notifications,gallery,saved-items}",all,e2e-flow,"Checklist CRUD, Budget, Reminders, Gallery, Timeline, Notifications — unreachable as guest, coverage gap","Most of the documented ""side pane"" features (`planner`, `budget`, `timeline`, `reminders`, `notifications`, `gallery`, `saved-items`, `shopping`, `notes`, `progress`, `collaborate`) are routed only under `/:userId/<feature>`. Guests have no userId, so they cannot reach these routes. The harness brief asks to verify: - Checklist CRUD (max 5 for free tier) - Settings + tone + voice (covered separat…",1. `http://localhost:8081/abc123/planner` → currently routes to `<Index />` but UI either shows landing or 404 depending on auth state.,A documented path for the QA harness to test the authenticated user surfaces without contaminating Firestore production data.,No such path is documented in CLAUDE.md or the testing notes. The harness only covers guest flows.,,fix-frontend,triaged,2026-05-27T15:55:43.825346,,,
WE-20260527-050,2026-05-27T15:23:00Z,qa-visual,P1,high,Wedding-Ease-Viva-Chat,Wedding-Ease-Viva-Chat/src/components/AnalyticsConsent.tsx,"(every route — visible on /, /pricing, /help, /terms, /privacy, /checkout, /payment/*, /login, /__no_such_route__, settings dialogs)",all` (worst on `mobile`),visual,AnalyticsConsent banner overlays critical content on every page (no scroll padding),"The ""We use privacy-friendly analytics…"" consent banner is fixed at the bottom of the viewport on every page and overlays content underneath. On `mobile-pricing`, `mobile-help`, `mobile-checkout` the banner sits directly on top of the first pricing-tier card / first FAQ / first plan column, hiding text and parts of CTAs. The page below it never gets `padding-bottom`, so scrolled content stops one…",1. Load any route in a fresh browser (consent banner unblocked). 2. Inspect bottom 100px of the viewport at 375x812. 3. Try to read the lowest content row — it is partially or fully obscured by the banner.,"Either (a) banner pushes layout up via `padding-bottom` on the page body equal to its height, or (b) banner is dismissable above-the-fold (e.g. inline drawer on first visit, not persistent overlay).","Banner is `position: fixed; bottom: 0` with full opacity over content. No spacer/padding compensates for it on any page. On mobile, the consent banner alone consumes ~120px of vertical screen real es…",qa-harness/evidence/WE-20260527-050/,fix-frontend,in_review,2026-05-27T17:00:45.087392,"https://github.com/MeghaPatel07/easeBot/pull/new/fix-WE-20260527-050` (open via UI; base `Bug-Resolve-claude`, source `fix-WE-20260527-050`)",qa-harness/progress/WE-20260527-050/progress.html,fix-WE-20260527-050
WE-20260527-051,2026-05-27T15:23:00Z,qa-visual,P1,high,Wedding-Ease-Viva-Chat,Wedding-Ease-Viva-Chat/src/pages/settings/` (SettingsShell or mobile route logic),"/?settings=ai-behavior`, `/?settings=account`, `/?settings=plan-billing`, `/?settings=about",mobile` (375x812). Works on tablet (768) + desktop (1280).,responsive,Settings deep-link param `?settings=<tab>` ignored on mobile — only top-level menu renders,"On mobile, navigating to `/?settings=ai-behavior` (or any non-master tab) loads the Settings shell but only shows the top-level master menu (AI Behavior / Data & Privacy / About) with a row-list. The expected behavior — opening that specific tab’s content panel — never happens. The deep-link is silently dropped. The qa-screenshots.mjs harness comment explicitly says ""Settings dialog is opened via…","1. Resize browser to 375x812 (mobile). 2. Visit `http://localhost:8081/?settings=ai-behavior`. 3. Observe Settings drawer shows only ""AI Behavior / Data & Privacy / About"" rows. 4. Repeat with `?settings=plan-billing` and `?settings=about` — same outcome.","On all breakpoints, `?settings=<tab>` opens the corresponding panel. On mobile this should push a second-level view into the drawer (back-arrow + panel content), matching the desktop tab.","Mobile silently loads the master list. /billing redirect (`<Route path=""/billing"">` -> `/?settings=plan-billing`) also lands users on this useless screen on phones — meaning all Sprint 1 billing CTAs…",qa-harness/evidence/WE-20260527-051/,fix-frontend,triaged,2026-05-27T15:55:43.826055,,,
WE-20260527-052,2026-05-27T15:23:00Z,qa-visual,P1,high,Wedding-Ease-Viva-Chat,Wedding-Ease-Viva-Chat/src/components/chat/ChatInput.tsx,/` (mobile chat input),mobile` (375x812),responsive,Mobile chat input is only 251px wide and 37px tall (under touch-target) — primary CTA cramped,"On mobile (375 wide), the chat textarea measures `251 × 37px` (measured via `getBoundingClientRect`), sitting at `top:762, left:67` — meaning ~33% of horizontal space is consumed by side margins/buttons. Height (37px) is under the iOS 44px minimum touch target for an interactive field. The input is the single most-used surface in the entire app and it is the cramped on the smallest viewport. The …",1. Open `http://localhost:8081/` at 375x812. 2. Dismiss the consent banner. 3. Tap the chat input — note that hit area is narrower than expected; missed taps end up on the page background or adjacent buttons.,"Input row uses the full content width (after a small horizontal page margin, e.g. 16px each side ≈ 343px usable). Input height ≥ 44px; mic / + buttons ≥ 44x44.",`textarea` 251x37; surrounding icon buttons 40x32. Aggregate input row probably looks 343-wide visually but the actual textarea is shrunken by oversized flanking icon containers / padding.,qa-harness/evidence/WE-20260527-052/,fix-frontend,in_review,2026-05-27T17:10:36.733866,https://github.com/MeghaPatel07/easeBot/compare/Bug-Resolve-claude...fix-WE-20260527-052?expand=1` (open manually — no `gh` CLI on host),qa-harness/progress/WE-20260527-052/progress.html,fix-WE-20260527-052` (base: `Bug-Resolve-claude`)
WE-20260527-053,2026-05-27T15:23:00Z,qa-visual,P1,high,Wedding-Ease-Viva-Chat,"global — `Wedding-Ease-Viva-Chat/src/components/AnalyticsConsent.tsx`, `src/components/chat/ChatHeader.tsx`, `src/components/sidebar/*`, `src/pages/Login.tsx`, `src/pages/Pricing.tsx`, `src/pages/Help.tsx`, `src/pages/Privacy*`, `src/pages/Terms",all pages at 375,mobile,responsive,35+ interactive elements below 44×44px touch target on mobile (every page),"A scripted audit (Playwright + `getBoundingClientRect`) flagged below-44px hit-targets on every mobile route: | Page | Count | |---|---| | `/` (index) | 35 | | `/login` | 6 | | `/pricing` | 6 | | `/help` | 7 | | `/terms` | 7 | | `/privacy` | 10 | | `/checkout` | 6 | | `/payment/success` | 2 | | `/payment/failure` | 2 | | `/__no_such_route__` | 3 | | `/{uid}/{planner,gallery,liked,reminders,budget…",1. Run `node /tmp/qa-visual-run.mjs` (script archived in `/tmp/`). It captures + measures every page. 2. Inspect `_results.json` `issues[].tt` entries — counts of small-button cases per page.,"All buttons/links/role=button elements ≥ 44×44 (Apple HIG) or ≥ 48×48 (Material). Either pad the container, increase min-height in CSS, or wrap inline links with a larger tap target.",35-41 violations per page on mobile. See `_results.json` in the run dir for the full sample.,qa-harness/evidence/WE-20260527-053/,fix-frontend,triaged,2026-05-27T15:55:43.826894,,,
WE-20260527-054,2026-05-27T15:23:00Z,qa-visual,P2,medium,Wedding-Ease-Viva-Chat,Wedding-Ease-Viva-Chat/src/pages/Checkout.tsx,/checkout,all,visual,"/checkout with no plan param silently renders Pricing page (no error, no redirect)","Loading `/checkout` directly (no query params, no chosen plan) renders the exact same UI as `/pricing` — the ""Plans That Grow With Your Wedding"" page with tier cards. The user sees no indication they’re actually on `/checkout`; the URL bar still says `/checkout`, but the visual experience implies they came from the wrong link.",1. Visit `http://localhost:8081/checkout` directly (no plan param). 2. Observe identical visual to `/pricing` (Free / Pro / Pro Max cards).,"Either (a) redirect to `/pricing` when no plan is selected (cleaner URL semantics), or (b) show a ""Select a plan"" empty-state with explicit copy.","Page silently mounts pricing component. URL stays `/checkout`. Confusing for analytics, deep-linking, and the user’s mental model.",qa-harness/evidence/WE-20260527-054/,fix-frontend,triaged,2026-05-27T15:55:43.827201,,,
WE-20260527-055,2026-05-27T15:23:00Z,qa-visual,P2,medium,Wedding-Ease-Viva-Chat,Wedding-Ease-Viva-Chat/src/pages/PaymentSuccess.tsx,/payment/success` (no params / failed verification path),all,visual,"/payment/success shows ""Payment received"" headline together with red ""We could not verify"" error","The success page renders the green checkmark + ""Payment received"" headline AND red error copy (""We could not verify your transaction… Please contact support…"") simultaneously. The icon and headline contradict the body copy — confusing/upsetting if a real verification ever fails.","1. Visit `http://localhost:8081/payment/success` with no query params (simulates dropped session / direct link). 2. Observe green checkmark + ""Payment received"" header + red verify-failure copy stacked together.","When verification fails: swap to a neutral/warning icon, headline like ""Verification pending"" or ""Receipt unavailable"", and warm red body copy. Save the green-checkmark variant for successful verific…","Both states are presented at once — visually says ""all good"" while body text says ""all bad"".",qa-harness/evidence/WE-20260527-055/,fix-frontend,triaged,2026-05-27T15:55:43.828157,,,
WE-20260527-056,2026-05-27T15:23:00Z,qa-visual,P2,medium,Wedding-Ease-Viva-Chat,Wedding-Ease-Viva-Chat/src/components/sidebar/` (Sidebar.tsx / SidebarBody),/` with sidebar opened,mobile` (375x812),responsive,Mobile sidebar has a large empty white area at the top (no logo / title / recent-threads list),"When the sidebar opens on mobile, the top ~60% is empty space — only the close icon (`PanelLeft`) and the new-chat plus button render at top, then nothing until the ""Send Feedback / See Plans And Pricing / Settings / Help"" stack near the bottom. In guest mode there are no threads to display, but the empty void looks like a broken layout, not an empty state.","1. Resize to 375x812, open `http://localhost:8081/`. 2. Tap the open-sidebar button (panel icon top-left). 3. Observe ~480px of blank white above the bottom footer card.","In guest mode, show an inviting placeholder (logo + a short ""Sign in to keep your chats"" CTA) or move the footer card up to fill the vertical space. The blank area currently reads as broken.","Sidebar mostly empty above the bottom footer. The ""Get Responses Tailored To You"" card sits ~600px down, with nothing above.",qa-harness/evidence/WE-20260527-056/,fix-frontend,triaged,2026-05-27T15:55:43.828360,,,
WE-20260527-057,2026-05-27T15:23:00Z,qa-visual,P1,medium,Wedding-Ease-Viva-Chat,"Wedding-Ease-Viva-Chat/src/App.tsx`, `src/pages/Index.tsx`, guard logic in `src/contexts/AuthContext.tsx","/<uid>/gallery`, `/<uid>/planner`, `/<uid>/liked`, `/<uid>/reminders`, `/<uid>/budget`, `/<uid>/shopping`, `/<uid>/timeline`, `/<uid>/progress`, `/<uid>/notifications`, `/<uid>/collaborate`, `/<uid>/notes",all,visual,Protected routes `/:userId/<feature>` silently render chat landing for guests (no auth gate UI),"Visiting any of the per-user feature routes (e.g. `/guest-test-user/planner`) as an unauthenticated guest does not redirect to login and does not show a ""Sign in to view your planner"" empty state. Instead, the page silently mounts the same chat landing as `/` — same suggested-prompt cards, same ""Hi! I’m here to help…"". URL bar stays at `/<uid>/planner`. A user who clicks a shared deep-link (e.g. …",1. Visit `http://localhost:8081/guest-test-user/planner` (or any other `/:userId/<feature>` route) in incognito. 2. Observe chat landing renders. 3. URL is unchanged.,Either: redirect to `/login?next=/<uid>/planner` with a flash message; OR render a feature-gated empty state describing the planner with a sign-in CTA.,Silent fall-through to chat home. No indication to the user that this route is gated.,qa-harness/evidence/WE-20260527-057/,fix-frontend,triaged,2026-05-27T15:55:43.829026,,,
